source_id,edge_id,edge_kind,length_km,peak_inflow_kw,geometry_json,original_road_segments,building_id
H2,road::00182,road,0.04226867627992638,998.035017595541,"[[10.2011542,50.0377948],[10.2016224,50.0380266]]",1,
H2,road::00183,road,0.026704121221728352,3815.2319081458727,"[[10.2012492,50.0371875],[10.2014715,50.0369946]]",1,
H2,road::00184,road,0.014253604517863904,110.95481103762906,"[[10.2012934,50.0376915],[10.2014354,50.0377814]]",1,
H2,road::00185,road,0.029205176741600516,333.7211919553025,"[[10.2013104,50.0283436],[10.2014753,50.0284827],[10.2015582,50.0285523]]",2,
H2,road::00186,road,0.05096234793848338,639.4912272128694,"[[10.2013143,50.0279299],[10.2014351,50.0278628],[10.2015469,50.0277947],[10.2015966,50.027757],[10.2016075,50.0277476],[10.2017271,50.0276616],[10.2017933,50.0275939]]",6,
H2,road::00191,road,0.020360078150010147,3704.0536730517797,"[[10.2014715,50.0369946],[10.2015664,50.0369123],[10.2016349,50.0368448]]",2,
H2,road::00192,road,0.042275066332725535,222.69036983427307,"[[10.2015582,50.0285523],[10.2017525,50.0287155],[10.2019175,50.0288541]]",2,
H2,road::00193,road,0.0386391387184755,334.1323028175721,"[[10.2016224,50.0380266],[10.2020219,50.0382604]]",1,
H2,road::00194,road,0.017804421717089826,3400.6607603336606,"[[10.2016349,50.0368448],[10.2018406,50.0369349]]",1,
H2,road::00195,road,0.042748865596449345,302.91444024269566,"[[10.2016349,50.0368448],[10.2019677,50.0365371],[10.2019769,50.0365296]]",2,
H2,road::00196,road,0.007950899918338005,110.36047530428172,"[[10.2016456,50.0275397],[10.2017108,50.0274818]]",1,
H2,road::00197,road,0.012165790616908246,110.62736964491265,"[[10.2016456,50.0275397],[10.2017933,50.0275939]]",1,
H2,road::00202,road,0.003957761273461032,527.7341216506967,"[[10.2017933,50.0275939],[10.2018412,50.0276117]]",1,
H2,road::00206,road,0.03538623050812146,3317.3295765252797,"[[10.2018406,50.0369349],[10.2022494,50.037114]]",1,
H2,road::00207,road,0.024689976884450168,443.2330418389412,"[[10.2018412,50.0276117],[10.20189,50.0275644],[10.2020401,50.0274303]]",2,
H2,road::00208,road,0.0709709201698153,84.41353627434238,"[[10.2018412,50.0276117],[10.2022068,50.0277472],[10.2026986,50.0279326]]",2,
H2,road::00210,road,0.04448704857234621,111.36026108518944,"[[10.2019175,50.0288541],[10.2021631,50.0290578],[10.2022998,50.0291696]]",2,
H2,road::00211,road,0.06063258052984675,191.55157610305997,"[[10.2019769,50.0365296],[10.202075,50.03645],[10.2021728,50.0363765],[10.2023308,50.0362741],[10.2025139,50.0361574],[10.2025545,50.0361315]]",5,
H2,road::00212,road,0.03906978781575623,111.66898011849268,"[[10.2020219,50.0382604],[10.2024479,50.0384802]]",1,
H2,road::00213,road,0.026166154347049872,110.96796869159796,"[[10.2020244,50.0372995],[10.2022494,50.037114]]",1,
H2,road::00214,road,0.031446127803024145,221.5899387416593,"[[10.2020401,50.0274303],[10.2021662,50.0273175],[10.2023013,50.0272029]]",2,
H2,road::00215,road,0.023658732231500054,110.8910598812002,"[[10.2020401,50.0274303],[10.2023124,50.027551]]",1,
H2,road::00217,road,0.011418245254896788,3095.2677567343135,"[[10.2022494,50.037114],[10.2023813,50.0371718]]",1,
H2,road::00223,road,0.006129223864926396,220.89855325436884,"[[10.2023013,50.0272029],[10.2023531,50.027159]]",1,
H2,road::00224,road,0.0035450245128846977,110.28671011302112,"[[10.2023531,50.027159],[10.202393,50.0271779]]",1,
H2,road::00226,road,0.02711022400266263,2984.644914576143,"[[10.2023813,50.0371718],[10.2026812,50.0373208]]",1,
H2,road::00232,road,0.0606948270297458,190.21927903224673,"[[10.2025545,50.0361315],[10.2026913,50.0362416],[10.2029338,50.0364313],[10.2031003,50.0365491]]",3,
H2,road::00236,road,0.06137772919202199,2652.2086992198115,"[[10.2026812,50.0373208],[10.2033601,50.0376582]]",1,
H2,road::00244,road,0.017417950378425466,162.97649686288676,"[[10.2029273,50.0366593],[10.2031003,50.0365491]]",1,
H2,road::00256,road,0.06322623193590225,2208.7719459055565,"[[10.2033601,50.0376582],[10.2040594,50.0380058]]",1,
H2,road::00259,road,0.07576003915052329,542.5827973159157,"[[10.2034146,50.0366455],[10.2031435,50.0368184],[10.203577,50.0371531]]",2,
H2,road::00260,road,0.037443942126681506,404.69710615881047,"[[10.2034146,50.0366455],[10.2038861,50.0364994]]",1,
H2,road::00269,road,0.05214619572118021,654.2138276065664,"[[10.203577,50.0371531],[10.2036445,50.0371925],[10.2041169,50.0374681]]",2,
H2,road::00272,road,0.04620037056195169,156.5413935202522,"[[10.2036144,50.0361225],[10.2038861,50.0364994]]",1,
H2,road::00273,road,0.03730707731446442,111.1104328118399,"[[10.2036798,50.0382358],[10.2040594,50.0380058]]",1,
H2,road::00281,road,0.016280631269763327,136.89701996825985,"[[10.2038861,50.0364994],[10.2039819,50.0366322]]",1,
